STATE,COUNTY,PS-WGWFr,PS-WGWSa,PS-WSWFr,PS-WSWSa,DO-WGWFr,DO-WSWFr,IN-WGWFr,IN-WGWSa,IN-WSWFr,IN-WSWSa,IR-WGWFr,IR-WSWFr,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WGWFr,IC-WSWFr,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WGWFr,IG-WSWFr,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WGWFr,LI-WSWFr,AQ-WGWFr,AQ-WGWSa,AQ-WSWFr,AQ-WSWSa,MI-WGWFr,MI-WGWSa,MI-WSWFr,MI-WSWSa,PT-WGWFr,PT-WGWSa,PT-WSWFr,PT-WSWSa,PO-WGWFr,PO-WGWSa,PO-WSWFr,PO-WSWSa,PC-WGWFr,PC-WGWSa,PC-WSWFr,PC-WSWSa
IA,Ida County,0.43,0.00,0.00,0.00,0.14,0.00,1.57,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.86,0.28,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Iowa County,1.20,0.00,0.00,0.00,0.54,0.00,0.18,0.00,0.00,0.00,0.17,0.00,0.97,0.00,0.00,0.14,0.00,0.87,0.00,0.00,0.03,0.00,0.10,0.00,0.00,0.84,0.27,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Jackson County,1.23,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.00,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.02,0.03,0.00,0.00,1.04,0.34,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Jasper County,5.55,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.13,0.04,1.20,0.00,0.00,0.11,0.00,1.09,0.00,0.00,0.02,0.04,0.11,0.00,0.00,1.00,0.34,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Jefferson County,1.36,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.11,0.00,,0.00,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Johnson County,9.44,0.00,0.07,0.00,0.46,0.00,0.05,0.00,0.00,0.00,0.23,0.01,0.48,0.00,0.00,0.09,0.00,0.17,0.00,0.00,0.14,0.01,0.31,0.00,0.00,0.99,0.32,0.28,,0.14,,0.00,0.00,1.18,0.00,0.00,0.00,24.08,0.00,0.00,0.00,22.81,0.00,0.00,0.00,1.27,0.00
IA,Jones County,1.16,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.00,0.98,0.33,0.00,,0.00,,0.00,0.00,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Keokuk County,1.36,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.26,0.00,,0.00,,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Kossuth County,1.31,0.00,0.00,0.00,0.37,0.00,0.95,0.00,0.00,0.00,0.28,0.00,0.65,0.00,0.00,0.24,0.00,0.63,0.00,0.00,0.04,0.00,0.02,0.00,0.00,2.62,0.86,0.00,,0.00,,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Lee County,2.18,0.00,10.38,0.00,0.70,0.00,13.63,0.00,0.00,0.00,0.71,0.00,1.42,0.00,0.00,0.71,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.12,0.00,,0.00,,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Linn County,40.24,0.00,0.00,0.00,1.34,0.00,10.00,0.00,0.00,0.00,0.36,0.00,1.49,0.00,0.00,0.12,0.00,0.34,0.00,0.00,0.24,0.00,1.15,0.00,0.00,0.77,0.26,0.00,,0.00,,0.00,0.00,6.90,0.00,0.00,0.00,86.12,0.00,0.00,0.00,76.50,0.00,0.00,0.00,9.62,0.00
IA,Louisa County,0.58,0.00,0.00,0.00,0.37,0.00,1.34,0.00,0.00,0.00,3.11,0.01,6.84,0.00,0.00,3.10,0.00,6.83,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.53,0.18,0.49,,0.21,,0.00,0.00,0.12,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,0.00,0.00
IA,Lucas County,0.00,0.00,0.57,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.13,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Lyon County,2.96,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.19,0.01,1.07,0.00,0.00,0.19,0.01,1.03,0.00,0.00,0.00,0.00,0.04,0.00,0.00,3.19,1.06,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Madison County,0.39,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.35,0.00,0.00,0.00,0.06,0.31,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.51,0.17,0.00,,0.00,,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Mahaska County,2.43,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,1.18,0.40,0.00,,0.00,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Marion County,2.82,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.14,0.00,0.00,0.02,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.10,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Marshall County,4.71,0.00,0.00,0.00,0.48,0.00,1.20,0.00,0.00,0.00,0.00,0.03,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.30,0.00,0.00,0.69,0.22,0.00,,0.24,,0.00,0.00,2.77,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
IA,Mills County,0.94,0.00,0.00,0.00,0.42,0.00,0.25,0.00,0.00,0.00,0.11,0.00,1.90,0.00,0.00,0.11,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.00,,0.00,,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Mitchell County,0.55,0.00,0.00,0.00,0.30,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.49,0.49,0.00,,0.00,,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Monona County,1.09,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,13.33,0.00,63.98,0.00,0.00,13.31,0.00,63.93,0.00,0.00,0.02,0.00,0.05,0.00,0.00,0.29,0.10,0.00,,0.00,,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Monroe County,0.00,0.00,0.00,0.00,0.23,0.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.11,0.00,,0.00,,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Montgomery County,1.46,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.34,0.12,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Muscatine County,26.76,0.00,0.00,0.00,0.72,0.00,23.78,0.00,1.46,0.00,2.50,0.00,5.67,0.00,0.00,2.48,0.00,5.63,0.00,0.00,0.02,0.00,0.04,0.00,0.00,0.39,0.13,0.00,,0.00,,0.00,0.00,3.26,0.00,0.00,0.00,176.30,0.00,0.00,0.00,176.30,0.00,0.00,0.00,0.00,0.00
IA,O'Brien County,2.30,0.00,0.00,0.00,0.22,0.00,1.07,0.00,0.00,0.00,0.05,0.01,0.23,0.00,0.00,0.03,0.00,0.15,0.00,0.00,0.02,0.01,0.08,0.00,0.00,2.14,0.71,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Osceola County,2.34,0.00,0.00,0.00,0.15,0.00,0.61,0.00,0.00,0.00,0.27,0.00,2.10,0.00,0.00,0.26,0.00,2.06,0.00,0.00,0.01,0.00,0.04,0.00,0.00,2.03,0.68,0.00,,0.00,,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Page County,0.88,0.00,0.86,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.00,,0.00,,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Palo Alto County,0.93,0.00,0.00,0.00,0.17,0.00,0.43,0.00,0.00,0.00,0.78,0.05,5.26,0.00,0.00,0.76,0.04,5.17,0.00,0.00,0.02,0.01,0.09,0.00,0.00,1.84,0.61,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Plymouth County,3.55,0.00,0.00,0.00,0.54,0.00,0.39,0.00,0.00,0.00,1.05,0.08,2.31,0.00,0.00,0.83,0.00,2.06,0.00,0.00,0.22,0.08,0.25,0.00,0.00,3.41,1.14,0.00,,0.00,,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Pocahontas County,0.60,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.15,0.00,0.00,0.02,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.28,0.00,,0.00,,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Polk County,21.39,0.00,35.62,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.36,0.14,1.55,0.00,0.00,0.07,0.00,0.86,0.00,0.00,0.29,0.14,0.69,0.00,0.00,0.23,0.07,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Pottawattamie County,14.57,0.00,0.00,0.00,1.27,0.00,1.31,0.00,0.00,0.00,0.42,0.00,2.78,0.00,0.00,0.28,0.00,2.55,0.00,0.00,0.14,0.00,0.23,0.00,0.00,0.94,0.31,0.00,,0.00,,0.00,0.00,0.27,0.00,9.39,0.00,540.00,0.00,9.39,0.00,540.00,0.00,0.00,0.00,0.00,0.00
IA,Poweshiek County,1.59,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.20,0.00,,0.00,,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Ringgold County,0.00,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.00,0.00,0.60,0.20,0.00,,0.00,,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Sac County,1.30,0.00,0.00,0.00,0.20,0.00,0.03,0.00,0.00,0.00,0.26,0.01,1.21,0.00,0.00,0.22,0.01,1.13,0.00,0.00,0.04,0.00,0.08,0.00,0.00,2.11,0.70,0.00,,0.00,,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Scott County,1.71,0.00,16.89,0.00,0.79,0.00,1.19,0.00,0.00,0.00,0.24,0.03,0.61,0.00,0.00,0.12,0.00,0.26,0.00,0.00,0.12,0.03,0.35,0.00,0.00,0.57,0.19,0.00,,0.00,,0.56,0.00,1.69,0.00,0.00,0.00,96.70,0.00,0.00,0.00,96.70,0.00,0.00,0.00,0.00,0.00
IA,Shelby County,1.67,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.28,0.00,0.00,0.03,0.00,0.20,0.00,0.00,0.01,0.00,0.08,0.00,0.00,0.81,0.27,0.00,,0.00,,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Sioux County,8.28,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,2.76,0.06,10.20,0.00,0.00,2.62,0.06,10.00,0.00,0.00,0.14,0.00,0.20,0.00,0.00,6.89,2.29,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Story County,8.53,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.22,0.03,1.08,0.00,0.00,0.14,0.00,0.90,0.00,0.00,0.08,0.03,0.18,0.00,0.00,0.39,0.12,0.00,,0.00,,0.00,0.00,1.36,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00
IA,Tama County,2.79,0.00,0.00,0.00,0.45,0.00,0.97,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.75,0.25,0.00,,0.27,,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Taylor County,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.18,0.00,,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Union County,0.00,0.00,3.59,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.69,0.22,0.25,,0.10,,0.00,0.00,0.90,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00
IA,Van Buren County,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.15,0.00,,0.00,,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Wapello County,0.11,0.00,6.01,0.00,0.50,0.00,0.00,0.00,0.81,0.00,0.04,0.00,0.18,0.00,0.00,0.04,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.00,,0.00,,0.00,0.00,0.11,0.00,0.00,0.00,6.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.66,0.00
IA,Warren County,1.06,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.15,0.00,0.00,0.35,0.12,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Washington County,1.46,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.21,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.11,0.00,0.17,0.00,0.00,2.14,0.70,0.00,,0.01,,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Wayne County,0.00,0.00,0.14,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.10,0.00,,0.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Webster County,7.23,0.00,0.00,0.00,0.49,0.00,2.26,0.00,0.00,0.00,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.00,0.00,0.69,0.20,0.00,,0.00,,0.00,0.00,5.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Winnebago County,0.87,0.00,0.00,0.00,0.19,0.00,0.39,0.00,0.00,0.00,0.02,0.02,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.09,0.00,0.00,0.77,0.27,0.25,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Winneshiek County,1.25,0.00,0.00,0.00,0.64,0.00,0.10,0.00,0.00,0.00,0.10,0.02,0.25,0.00,0.00,0.04,0.02,0.12,0.00,0.00,0.06,0.00,0.13,0.00,0.00,1.25,0.41,2.47,,0.00,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Woodbury County,16.58,0.00,0.00,0.00,0.43,0.00,10.57,0.00,0.24,0.00,2.04,0.00,17.84,0.00,0.00,1.68,0.00,17.30,0.00,0.00,0.36,0.00,0.54,0.00,0.00,0.92,0.31,0.00,,0.00,,0.00,0.00,1.34,0.00,0.00,0.00,989.00,0.00,0.00,0.00,989.00,0.00,0.00,0.00,0.00,0.00
IA,Worth County,0.30,0.00,0.00,0.00,0.19,0.00,0.45,0.00,0.00,0.00,0.43,0.00,0.67,0.00,0.00,0.40,0.00,0.67,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.18,0.06,0.25,,0.10,,0.00,0.00,8.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IA,Wright County,1.26,0.00,0.00,0.00,0.19,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.43,0.78,0.00,,0.00,,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Allen County,0.00,0.00,1.93,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.08,0.24,0.00,0.00,0.00,0.08,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,,0.00,,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Anderson County,0.00,0.00,0.54,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.58,1.95,0.00,0.11,0.00,0.58,1.95,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.75,0.00,,0.00,,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Atchison County,0.27,0.00,4.38,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.30,0.00,0.00,0.03,0.00,0.21,0.00,0.00,0.00,0.04,0.09,0.00,0.00,0.05,0.53,0.00,,0.00,,0.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Barber County,0.69,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,4.01,0.00,4.32,0.00,0.19,4.01,0.00,4.31,0.00,0.19,0.00,0.00,0.01,0.00,0.00,0.96,0.00,0.00,,0.00,,0.11,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Barton County,2.61,0.00,0.00,0.00,0.13,0.00,0.10,0.00,0.00,0.00,31.50,0.00,28.50,0.33,7.22,31.38,0.00,28.32,0.33,7.22,0.12,0.00,0.18,0.00,0.00,1.85,0.00,0.00,,0.00,,0.33,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00
KS,Bourbon County,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,,0.00,,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Brown County,0.63,0.00,0.41,0.00,0.12,0.00,0.01,0.00,0.00,0.00,0.40,0.40,2.50,0.00,0.00,0.40,0.39,2.48,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.30,0.19,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Butler County,0.10,0.00,10.67,0.00,1.33,0.00,0.00,0.00,0.01,0.00,0.14,0.85,1.88,0.00,0.04,0.02,0.58,1.42,0.00,0.04,0.12,0.27,0.46,0.00,0.00,0.44,1.76,0.00,,0.00,,0.21,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Chase County,0.21,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.63,0.26,0.00,,0.00,,0.17,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Chautauqua County,0.02,0.00,0.29,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.44,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Cherokee County,1.38,0.00,0.79,0.00,0.01,0.00,0.15,0.00,0.00,0.00,0.00,0.20,0.60,0.00,0.00,0.00,0.20,0.59,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.57,0.08,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,90.85,0.00,0.00,0.00,90.85,0.00,0.00,0.00,0.00,0.00
KS,Cheyenne County,0.51,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,41.33,0.00,45.41,0.21,0.59,41.26,0.00,45.36,0.21,0.59,0.07,0.00,0.05,0.00,0.00,0.83,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Clark County,0.37,0.00,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,3.80,0.00,4.23,0.00,0.30,3.80,0.00,4.23,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Clay County,1.06,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,5.26,1.91,18.15,0.22,4.35,5.21,1.91,18.09,0.22,4.35,0.05,0.00,0.06,0.00,0.00,0.64,0.08,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Cloud County,0.89,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,8.57,0.35,19.49,0.06,4.59,8.56,0.35,19.48,0.06,4.59,0.01,0.00,0.01,0.00,0.00,0.50,0.02,0.00,,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Coffey County,0.02,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.20,0.79,0.00,0.00,0.00,0.20,0.77,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.01,0.75,0.00,,0.00,,0.04,0.00,0.01,0.00,0.00,0.00,19.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.48,0.00
KS,Comanche County,0.37,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,7.26,0.00,6.74,0.00,0.28,7.25,0.00,6.73,0.00,0.28,0.01,0.00,0.01,0.00,0.00,0.57,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KS,Cowley County,3.31,0.00,2.31,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.96,0.49,2.86,0.00,0.01,0.96,0.43,2.78,0.00,0.01,0.00,0.06,0.08,0.00,0.00,0.46,0.48,0.00,,0.00,,0.02,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
